SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
4595,212006909,M,ST,,,,,110.252
4596,212006911,M,SEBC,,,,,148.1992
4597,212006912,F,General(EWS),,,,,114.3544
4598,212006913,M,SEBC,,,,,131.2768
4599,212006914,M,SEBC,,,,,115.1236
4600,212006915,M,SEBC,,,,,105.124
4601,212006916,M,General(EWS),,,,,127.1744
4602,212006917,M,SEBC,,,YES,,143.8404
4603,212006918,M,General(EWS),,,,,105.6368
4604,212006919,F,General(EWS),,,,,121.0208
4605,212006920,M,General(EWS),,,,,107.688
4606,212006921,F,SEBC,,,,,80.766
4607,212006923,F,General,,,,,128.4564
4608,212006925,M,SEBC,,,,,144.866
4609,212006926,M,SEBC,,,,,122.0464
4610,212006927,M,SC,,,,,106.6624
4611,212006930,M,General,,,,,123.8412
4612,212006932,M,SEBC,,,YES,,107.9444
4613,212006933,M,SEBC,,,,,105.6368
4614,212006934,F,SEBC,,,,,133.328
4615,212006935,M,ST,,,,,114.6108
4616,212006936,M,SEBC,,,,,167.942
4617,212006937,F,SEBC,,,,,119.4824
4618,212006938,M,SEBC,,,,,136.9176
4619,212006939,F,SC,,,,,94.868
4620,212006940,M,SC,,,,,120.7644
4621,212006941,F,SC,,,,,114.098
4622,212006942,M,SEBC,,,,,96.15
4623,212006943,M,ST,,,,,89.2272
4624,212006946,F,General(EWS),,,,,93.586
4625,212006947,M,SC,,,,,122.3028
4626,212006949,F,SC,,,,,100.2524
4627,212006950,M,SC,,,,,104.3548
4628,212006953,M,SEBC,,,,,140.5072
4629,212006954,M,General(EWS),,,,,146.148
4630,212006957,F,SEBC,,,,,123.3284
4631,212006958,M,General(EWS),,,,,142.5584
4632,212006960,F,General(EWS),,,,,124.8668
4633,212006961,M,General(EWS),,,,,119.9952
4634,212006962,M,SC,,,,,118.9696
4635,212006964,F,SEBC,,,,,98.2012
4636,212006965,M,ST,,,,,100.2524
4637,212006967,M,SEBC,,,,,108.7136
4638,212006968,M,General(EWS),,,,,118.2004
4639,212006971,M,SEBC,,,,,134.0972
4640,212006972,M,SEBC,,,,,128.4564
4641,212006973,F,SC,,,,,93.3296
4642,212006974,M,SEBC,,,,,88.458
4643,212006975,M,SC,,,,,84.3556
4644,212006976,M,General(EWS),,,,,121.5336
4645,212006981,F,SEBC,,,,,101.0216
4646,212006983,M,SEBC,,,,,124.354
4647,212006984,M,SEBC,,,,,136.4048
4648,212006985,M,General(EWS),,,,,113.8416
4649,212006986,F,General(EWS),,,,,112.5596
4650,212006988,M,SC,,,,,137.4304
4651,212006990,M,SC,,,,,114.6108
4652,212006991,M,General(EWS),,,,,104.3548
4653,212006993,M,General(EWS),,,,,131.0204
4654,212006994,F,SEBC,,,,,101.278
4655,212006997,F,ST,,,,,83.0736
4656,212006998,M,General(EWS),,,,,128.7128
4657,212007000,M,SEBC,,,,,83.8428
4658,212007001,M,General(EWS),,,,,143.8404
4659,212007003,F,SEBC,,,,,121.79
4660,212007004,F,General,,,,,89.2272
4661,212007005,M,General(EWS),,,,,148.1992
4662,212007006,M,SEBC,,,,,107.9444
4663,212007007,M,SEBC,,,,,146.148
4664,212007008,M,SEBC,,,,,135.6356
4665,212007010,F,SEBC,,,,,109.7392
4666,212007011,M,General(EWS),,,,,126.4052
4667,212007012,F,ST,,,,,90.5092
4668,212007013,M,SEBC,,,,,131.0204
4669,212007016,M,ST,,,,,112.5596
4670,212007017,M,General(EWS),,,,,120.7644
4671,212007019,M,SEBC,,,,,120.2516
4672,212007020,M,SEBC,,,,,92.8168
4673,212007021,F,ST,,,,,98.9704
4674,212007022,M,SEBC,,,,,123.072
4675,212007023,M,General(EWS),,,,,107.9444
4676,212007026,F,SC,,,,,106.1496
4677,212007027,M,SC,,,,,127.4308
4678,212007030,F,SEBC,,,,,111.534
4679,212007032,M,SEBC,,,,,142.5584
4680,212007033,F,SEBC,,,,,121.0208
4681,212007035,M,SEBC,,,,,142.8148
4682,212007036,F,SEBC,,,,,98.714
4683,212007037,M,General(EWS),,,,,147.1736
4684,212007038,F,ST,,,,,93.8424
4685,212007041,M,ST,,,,,105.6368
4686,212007043,M,SEBC,,,,,117.944
4687,212007045,M,ST,,,,,82.048
4688,212007046,M,SC,,,,,110.7648
4689,212007047,M,SC,,,,,114.098
4690,212007048,F,General,,,,,105.6368
4691,212007050,M,SEBC,,,,,106.406
4692,212007053,M,General(EWS),,,,,125.1232
4693,212007054,F,SEBC,,,,,113.5852
4694,212007055,M,SC,,,,,99.7396
4695,212007056,M,SC,,,,,121.0208
4696,212007057,F,General(EWS),,,YES,,123.072
4697,212007060,F,SC,,,,,87.4324
4698,212007061,M,SEBC,,,,,132.3024
4699,212007062,F,General,,,,,85.894
4700,212007063,M,ST,,,,,114.098
4701,212007064,F,SC,,,,,88.458
4702,212007065,M,SEBC,,,,,131.5332
4703,212007066,M,SEBC,,,,,135.1228
4704,212007067,M,SC,,,YES,,116.4056
4705,212007069,M,SC,,,,,146.9172
4706,212007070,M,SEBC,,,,,126.4052
4707,212007072,M,SC,,,,,122.8156
4708,212007073,M,SEBC,,,,,130.5076
4709,212007075,M,SC,,,,,81.5352
4710,212007076,M,SEBC,,,,,114.8672
4711,212007077,M,SEBC,,,,,143.8404
4712,212007078,M,SEBC,,,,,111.0212
4713,212007079,F,SEBC,,,,,95.3808
4714,212007080,F,General,,,,,111.2776
4715,212007081,M,General,,,,,114.098
4716,212007083,M,SEBC,,,,,128.2
4717,212007084,M,General(EWS),,,,,105.3804
4718,212007086,M,ST,,,,,90.7656
4719,212007087,M,SEBC,,,,,138.9688
4720,212007088,F,SC,,,,,102.3036
4721,212007089,M,SEBC,,,,,128.9692
4722,212007090,M,General(EWS),,,,,116.9184
4723,212007091,M,ST,,,,,104.0984
4724,212007092,F,SEBC,,,,,133.8408
4725,212007093,F,SEBC,,,,,94.6116
4726,212007094,F,SC,,,,,83.0736
4727,212007098,F,ST,,,,,98.2012
4728,212007100,M,SC,,,,,134.8664
4729,212007102,M,ST,,,,,101.7908
4730,212007103,F,General(EWS),,,,,87.4324
4731,212007104,F,SEBC,,,,,96.15
4732,212007105,F,SEBC,,,,,120.7644
4733,212007106,F,SEBC,,,,,102.56
4734,212007110,M,SEBC,,,,,147.9428
4735,212007112,F,ST,,,,,83.33
4736,212007113,M,SC,,,,,114.3544
4737,212007114,M,SC,,,,,117.944
4738,212007116,M,ST,,,,,121.5336
4739,212007117,M,General(EWS),,,,,128.4564
4740,212007118,M,SEBC,,,,,140.2508
4741,212007120,F,SEBC,,,,,88.9708
4742,212007121,M,SEBC,,,,,104.8676
4743,212007122,M,SEBC,,,,,132.8152
4744,212007123,F,SEBC,,,,,120.7644
4745,212007124,M,SEBC,,,,,123.8412
4746,212007128,M,General,,Yes,,,88.7144
4747,212007130,F,ST,,,,,92.8168
4748,212007131,M,SEBC,,,,,113.5852
4749,212007132,F,SEBC,,,,,107.9444
4750,212007134,F,SEBC,,,,,125.3796
4751,212007135,M,SC,,,,,102.8164
4752,212007136,M,SC,,,,,88.7144
4753,212007137,M,SEBC,,,,,111.2776
4754,212007138,F,SEBC,,,,,97.432
4755,212007139,M,General(EWS),,,,,151.0196
4756,212007140,M,General(EWS),,,,,84.8684
4757,212007141,M,SEBC,,,,,119.4824
4758,212007142,M,SEBC,,,,,88.7144
4759,212007144,M,General(EWS),,,,,156.404
4760,212007145,M,General(EWS),,,,,116.662
4761,212007146,M,General,,,,,121.79
4762,212007147,F,ST,,,,,92.304
4763,212007148,F,SEBC,,,,,85.1248
4764,212007149,M,ST,,,,,108.7136
4765,212007150,F,SEBC,,,,,85.894
4766,212007151,F,General,,,,,96.4064
4767,212007155,F,General(EWS),,,,,86.1504
4768,212007156,M,General(EWS),,,,,142.0456
4769,212007159,M,General(EWS),,,,,146.9172
4770,212007160,F,General(EWS),,,,,130.764
4771,212007162,M,SC,,,,,119.226
4772,212007163,F,SC,,,,,103.5856
4773,212007164,M,SEBC,,,,,143.0712
4774,212007166,F,SEBC,,,,,97.6884
4775,212007168,M,SEBC,,,,,127.4308
4776,212007169,F,SEBC,,,,,84.612
4777,212007170,M,General(EWS),,,,,129.482
4778,212007172,M,ST,,,,,114.098
4779,212007173,F,SC,,,,,133.5844
4780,212007174,F,SEBC,,,,,106.1496
4781,212007175,F,SEBC,,,,,89.74
4782,212007176,M,SEBC,,,,,109.4828
4783,212007177,M,General(EWS),,,,,105.6368
4784,212007179,M,SC,,,,,132.5588
4785,212007180,F,SEBC,,,,,82.048
4786,212007181,M,SEBC,,,,,124.6104
4787,212007182,M,SEBC,,,,,141.7892
4788,212007184,M,ST,,,,,93.8424
4789,212007185,F,SEBC,,,,,123.8412
4790,212007186,F,General(EWS),,,,,126.1488
4791,212007187,M,SEBC,,,YES,,140.5072
4792,212007188,M,General,,,,,97.432
4793,212007189,F,General(EWS),,,,,144.6096
4794,212007193,F,SC,,,,,110.7648
4795,212007194,M,ST,,,,,119.4824
4796,212007199,M,General(EWS),,,,,95.6372
4797,212007200,M,General(EWS),,,,,134.61
4798,212007201,F,SC,,,,,112.816
4799,212007202,M,SEBC,,,,,98.4576
4800,212007203,M,SEBC,,,,,98.714
4801,212007204,M,ST,,,,,83.5864
4802,212007205,M,ST,,,,,126.918
4803,212007206,M,General(EWS),,,,,160.5064
4804,212007207,M,SEBC,,,,,114.6108
4805,212007208,F,SEBC,,,,,138.7124
4806,212007209,M,SEBC,,,,,147.1736
4807,212007210,F,SEBC,,,,,111.2776
4808,212007211,F,SC,,,,,135.1228
4809,212007214,M,ST,,,,,85.6376
4810,212007215,M,SEBC,,,,,117.6876
4811,212007216,M,General(EWS),,,,,131.7896
4812,212007218,M,General(EWS),,,,,152.3016
4813,212007220,F,SEBC,,,,,100.5088
4814,212007221,F,General(EWS),,,,,121.79
4815,212007223,M,SEBC,,,,,132.046
4816,212007225,F,ST,,,,,82.5608
4817,212007226,M,ST,,,,,116.4056
4818,212007227,M,SEBC,,,,,118.2004
4819,212007228,M,General(EWS),,,,,114.6108
4820,212007230,M,SEBC,,,,,117.1748
4821,212007232,F,General,,,,,142.5584
4822,212007233,M,SC,,,,,99.7396
4823,212007234,M,General(EWS),,,,,133.8408
4824,212007235,M,SEBC,,,,,115.8928
4825,212007236,M,SEBC,,,,,112.5596
4826,212007237,M,SEBC,,,,,113.8416
4827,212007238,M,SEBC,,,,,134.3536
4828,212007240,M,General,,,,,104.3548
4829,212007241,M,SEBC,,,,,95.3808
4830,212007242,F,SEBC,,,,,129.9948
4831,212007244,F,ST,,,,,101.278
4832,212007245,F,General(EWS),,,,,111.0212
4833,212007246,M,SC,,,,,97.9448
4834,212007247,M,SEBC,,,,,125.636
4835,212007248,M,SEBC,,,,,115.6364
4836,212007250,F,General,,,,,97.9448
4837,212007251,M,General(EWS),,,,,90.7656
4838,212007252,M,ST,,,,,93.586
4839,212007255,M,ST,,,,,82.8172
4840,212007256,M,SC,,,,,96.9192
4841,212007258,F,General(EWS),,,,,106.6624
4842,212007259,M,General(EWS),,,,,129.482
4843,212007261,M,SEBC,,,,,100.7652
4844,212007262,M,SEBC,,,,,142.0456
4845,212007263,F,General(EWS),,,,,131.2768
4846,212007264,M,SEBC,,,,,112.3032
4847,212007266,M,SEBC,,,,,122.3028
4848,212007267,M,SEBC,,,,,120.7644
4849,212007268,M,SEBC,,,,,141.2764
4850,212007269,M,SEBC,,,,,104.3548
4851,212007271,M,General(EWS),,,,,137.174
4852,212007272,F,SEBC,,,,,107.9444
4853,212007273,M,SEBC,,,,,139.738
4854,212007275,M,ST,,,,,96.9192
4855,212007279,M,SEBC,,,,,95.3808
4856,212007281,M,SEBC,,,,,135.3792
4857,212007283,F,SEBC,,,YES,,90.5092
4858,212007284,F,SEBC,,,,,133.328
4859,212007285,F,SEBC,,,,,96.9192
4860,212007286,M,SEBC,,,,,149.2248
4861,212007287,M,SC,,,,,108.2008
4862,212007288,M,General,,,,,84.612
4863,212007289,F,SEBC,,,,,105.8932
4864,212007290,F,SEBC,,,,,115.38
4865,212007291,M,SEBC,,,,,138.456
4866,212007292,M,SEBC,,,,,107.9444
4867,212007293,F,SEBC,,,,,124.6104
4868,212007294,M,SEBC,,,,,101.5344
4869,212007296,M,ST,,,,,104.0984
4870,212007297,F,General,,,,,144.3532
4871,212007298,M,ST,,,,,116.1492
4872,212007299,F,SEBC,,,,,107.4316
4873,212007300,M,SC,,,,,128.7128
4874,212007302,M,SEBC,,,,,136.4048
4875,212007303,F,General,,,,,123.072
4876,212007305,M,SC,,,,,135.1228
4877,212007306,F,SC,,,,,125.3796
4878,212007307,M,General,,,,,139.4816
4879,212007308,M,SEBC,,,,,123.072
4880,212007309,M,SEBC,,,,,135.892
4881,212007310,F,SC,,,,,110.252
4882,212007312,F,SC,,,,,83.33
4883,212007313,M,SEBC,,,,,143.584
4884,212007314,M,SEBC,,,,,129.2256
4885,212007315,M,General(EWS),,,,,164.096
4886,212007316,M,General,,,,,82.048
4887,212007317,M,ST,,,,,129.9948
4888,212007318,M,SC,,,,,113.0724
4889,212007321,M,SEBC,,,,,130.2512
4890,212007323,F,ST,,,,,86.4068
4891,212007325,M,SEBC,,,,,119.226
4892,212007328,M,SEBC,,,,,99.996
4893,212007330,M,SEBC,,,,,123.8412
4894,212007331,M,SEBC,,,,,121.5336
4895,212007332,F,SEBC,,,,,89.9964
4896,212007333,M,SEBC,,,,,101.0216
4897,212007334,M,General(EWS),,,YES,,126.4052
4898,212007335,M,SEBC,,,,,112.3032
4899,212007336,M,SEBC,,,,,124.8668
4900,212007337,M,SEBC,,,,,107.9444
4901,212007338,M,SC,,,,,124.8668
4902,212007339,M,SEBC,,,,,124.6104
4903,212007340,M,General(EWS),,,,,143.3276
4904,212007341,M,ST,,,,,116.1492
4905,212007343,F,SEBC,,,,,98.714
4906,212007344,F,General,,,,,127.4308
4907,212007345,M,General,,,,,109.7392
4908,212007346,M,SEBC,,,,,153.3272
4909,212007347,M,General(EWS),,,,,159.2244
4910,212007348,M,SC,,,,,115.8928
4911,212007349,M,ST,,,,,85.3812
4912,212007352,M,SEBC,,,,,128.2
4913,212007353,M,General(EWS),,,,,112.3032
4914,212007354,M,SEBC,,,,,134.61
4915,212007357,M,General,,,YES,,104.6112
4916,212007358,M,SEBC,,,,,146.9172
4917,212007359,M,ST,,,,,110.5084
4918,212007360,M,SC,,,,,123.072
4919,212007361,M,SEBC,,,,,121.5336
4920,212007363,F,SEBC,,,,,112.0468
4921,212007364,M,SEBC,,,,,101.5344
4922,212007365,M,General,,,,,94.0988
4923,212007368,M,SEBC,,,,,133.328
4924,212007369,M,General(EWS),,,,,128.4564
4925,212007371,F,SEBC,,,,,110.7648
4926,212007372,M,ST,,,,,89.2272
4927,212007377,F,General(EWS),,,,,95.1244
4928,212007378,M,SEBC,,,,,144.0968
4929,212007379,M,SC,,,,,134.8664
4930,212007381,M,SEBC,,,,,129.9948
4931,212007382,M,ST,,,,,90.2528
4932,212007383,F,General(EWS),,,,,117.1748
4933,212007384,M,General(EWS),,,,,138.456
4934,212007385,M,ST,,,,,106.1496
4935,212007386,F,SC,,,,,85.894
4936,212007387,F,SEBC,,,,,108.7136
4937,212007388,F,General(EWS),,,,,143.8404
4938,212007389,M,SC,,,,,107.1752
4939,212007390,F,SC,,,,,82.8172
4940,212007392,M,ST,,,,,86.6632
4941,212007393,F,General(EWS),,,,,107.688
4942,212007394,F,SEBC,,,,,119.9952
4943,212007395,M,General(EWS),,,,,141.2764
4944,212007396,M,SC,,Yes,,,101.7908
4945,212007399,F,SC,,,,,89.2272
4946,212007400,M,SEBC,,,,,125.3796
4947,212007401,M,General(EWS),,,,,165.1216
4948,212007402,F,General(EWS),,,,,102.8164
4949,212007403,M,ST,,,,,107.688
4950,212007406,M,SC,,,,,135.892
4951,212007407,M,General(EWS),,,,,115.38
4952,212007409,F,SEBC,,,,,103.5856
4953,212007413,M,SEBC,,,,,119.4824
4954,212007414,M,General(EWS),,,,,137.9432
4955,212007415,M,ST,,,,,112.3032
4956,212007418,F,ST,,,,,91.5348
4957,212007419,F,General(EWS),,,,,113.8416
4958,212007420,F,SEBC,,,,,106.9188
4959,212007421,F,General,,,,,106.406
4960,212007422,M,SEBC,,Yes,,,91.5348
4961,212007423,F,SC,,,,,134.61
4962,212007424,F,General(EWS),,,,,107.4316
4963,212007425,F,SEBC,,,,,114.8672
4964,212007427,F,SC,,,,,93.3296
4965,212007428,F,SEBC,,,,,121.79
4966,212007429,M,General(EWS),,,,,131.2768
4967,212007430,M,General,,,,,129.2256
4968,212007431,M,SC,,,,,121.5336
4969,212007432,M,ST,,,,,96.9192
4970,212007433,M,General(EWS),,,,,131.2768
4971,212007434,M,SEBC,,,,,86.1504
4972,212007436,M,General(EWS),,,,,105.8932
4973,212007437,M,SEBC,,,,,113.8416
4974,212007438,M,SEBC,,,,,80.766
4975,212007439,M,General(EWS),,,,,126.4052
4976,212007440,M,ST,,,,,108.4572
4977,212007441,M,SEBC,,,YES,,112.816
4978,212007443,F,ST,,,,,88.9708
4979,212007444,F,SEBC,,,,,81.7916
4980,212007446,F,SEBC,,,,,80.766
4981,212007448,M,SEBC,,,,,120.508
4982,212007449,F,SEBC,,,,,82.5608
4983,212007450,F,General(EWS),,,,,110.5084
4984,212007451,M,General(EWS),,,,,81.2788
4985,212007452,M,SEBC,,,,,80.766
4986,212007453,M,General(EWS),,,,,116.1492
4987,212007454,M,SEBC,,,,,143.3276
4988,212007455,M,ST,,,,,103.0728
4989,212007456,M,General(EWS),,,,,148.712
4990,212007458,M,SEBC,,,,,133.328
4991,212007459,F,SEBC,,,,,135.6356
4992,212007460,M,ST,,,,,137.174
4993,212007461,M,SEBC,,,,,130.764
4994,212007466,M,SEBC,,,,,142.5584
4995,212007468,M,SEBC,,,,,134.0972
4996,212007469,M,SC,,,,,134.0972
4997,212007470,F,ST,,,,,88.2016
4998,212007471,M,SC,,,,,123.3284
4999,212007473,M,SC,,,,,126.918
5000,212007474,M,SEBC,,,,,126.918
5001,212007475,M,General,,,,,132.046
5002,212007476,M,SEBC,,,,,103.842
5003,212007477,F,ST,,,,,110.5084
5004,212007478,F,General(EWS),,,,,100.7652
5005,212007479,F,General(EWS),,,,,118.7132
5006,212007480,M,SC,,,,,107.688
5007,212007481,F,SEBC,,,,,114.8672
5008,212007483,M,General(EWS),,,,,130.2512
5009,212007484,M,SEBC,,,,,81.2788
5010,212007485,M,SEBC,,,,,104.3548
5011,212007486,M,General(EWS),,,YES,,116.662
5012,212007487,M,ST,,,,,134.0972
5013,212007488,M,General,,,,,88.2016
5014,212007489,M,SC,,,,,139.738
5015,212007490,F,SC,,,,,98.4576
5016,212007491,M,General,,,YES,,107.1752
5017,212007492,F,General(EWS),,,,,106.6624
5018,212007493,F,SEBC,,,,,110.5084
5019,212007495,F,General(EWS),,,,,91.2784
5020,212007497,M,SEBC,,,,,133.8408
5021,212007498,M,General(EWS),,,,,142.8148
5022,212007500,M,SEBC,,,,,132.8152
5023,212007501,M,General(EWS),,,,,120.7644
5024,212007502,M,SEBC,,,,,124.354
5025,212007503,M,General(EWS),,,,,127.1744
5026,212007505,M,SEBC,,,,,124.354
5027,212007507,M,SEBC,,,,,117.4312
5028,212007509,F,SEBC,,,,,96.6628
5029,212007510,F,SEBC,,,,,111.2776
5030,212007512,M,SEBC,,,,,138.9688
5031,212007514,F,SEBC,,,YES,,88.458
5032,212007516,F,General(EWS),,,,,105.6368
5033,212007517,M,General,,,,,125.636
5034,212007518,M,General(EWS),,,,,132.3024
5035,212007520,F,General,,,,,114.6108
5036,212007522,M,General(EWS),,,,,122.0464
5037,212007523,M,SEBC,,,,,152.558
5038,212007524,M,SEBC,,,,,127.9436
5039,212007525,M,General(EWS),,Yes,,,108.97
5040,212007527,F,SEBC,,,,,110.5084
5041,212007528,M,ST,,,,,88.9708
5042,212007529,M,SEBC,,,,,140.5072
5043,212007530,F,General(EWS),,,,,89.4836
5044,212007531,F,ST,,,,,95.3808
5045,212007533,M,General(EWS),,,,,119.226
5046,212007534,F,SEBC,,,,,100.2524
5047,212007535,M,General(EWS),,,,,107.688
5048,212007536,M,General(EWS),,,,,119.4824
5049,212007538,M,SC,,,,,139.9944
5050,212007539,F,SEBC,,,,,121.5336
5051,212007541,M,General(EWS),,,,,133.5844
5052,212007544,M,SEBC,,,,,142.302
5053,212007546,F,SEBC,,,,,87.6888
5054,212007547,F,SC,,,,,93.586
5055,212007548,F,SEBC,,,,,81.2788
5056,212007549,M,General(EWS),,,,,127.9436
5057,212007550,F,SEBC,,,,,80.5096
5058,212007551,M,SEBC,,,,,116.9184
5059,212007552,M,ST,,,,,121.2772
5060,212007553,M,SEBC,,,,,114.6108
5061,212007554,M,SEBC,,,,,140.7636
5062,212007555,F,SEBC,,,,,92.8168
5063,212007556,M,SEBC,,,,,89.9964
5064,212007557,M,SEBC,,,,,112.5596
5065,212007558,M,ST,,,,,101.5344
5066,212007559,F,SEBC,,,,,104.6112
5067,212007560,M,SEBC,,,,,128.4564
5068,212007561,F,General(EWS),,,,,114.6108
5069,212007564,F,SEBC,,,,,140.7636
5070,212007565,M,SEBC,,,,,137.4304
5071,212007566,F,General(EWS),,,,,93.586
5072,212007567,F,SEBC,,,,,119.9952
5073,212007568,M,SEBC,,,,,106.9188
5074,212007569,F,SEBC,,,,,139.2252
5075,212007570,M,SEBC,,,,,119.9952
5076,212007573,M,SEBC,,,,,126.4052
5077,212007574,M,SC,,,,,147.6864
5078,212007575,M,General(EWS),,,,,111.534
5079,212007576,M,SEBC,,,,,123.3284
5080,212007578,M,SEBC,,,,,126.918
5081,212007579,M,SEBC,,,,,111.2776
5082,212007581,M,SC,,,,,109.7392
5083,212007582,M,ST,,,,,104.6112
5084,212007586,M,General(EWS),,,,,90.5092
5085,212007587,F,SEBC,,,,,96.4064
5086,212007588,M,General(EWS),,,,,142.5584
5087,212007589,F,ST,,,,,94.3552
5088,212007591,M,SEBC,,,,,157.9424
5089,212007592,M,SEBC,,,,,127.9436
5090,212007593,M,ST,,,,,98.4576
5091,212007594,F,SEBC,,,,,118.4568
5092,212007595,F,SEBC,,,,,99.7396
5093,212007597,F,SEBC,,,,,86.1504
5094,212007599,F,SEBC,,,,,129.2256
5095,212007600,F,SC,,,,,86.9196
5096,212007601,F,General(EWS),,,,,126.918
5097,212007602,M,SC,,,,,123.8412
5098,212007603,M,ST,,,,,100.2524
5099,212007604,M,General(EWS),,,,,96.15
5100,212007605,M,SEBC,,,,,109.9956
5101,212007606,M,General(EWS),,,,,113.8416
5102,212007607,M,General,,,,,107.4316
5103,212007610,M,SEBC,,,,,109.4828
5104,212007611,M,ST,,,,,92.8168
5105,212007613,M,SEBC,,,,,112.5596
5106,212007614,M,SEBC,,,,,129.2256
5107,212007615,F,General(EWS),,,,,123.5848
5108,212007616,M,SEBC,,,,,114.3544
5109,212007617,F,SEBC,,,,,108.2008
5110,212007621,M,SEBC,,,,,167.6856
5111,212007623,M,SC,,,,,127.1744
5112,212007624,M,SEBC,,,,,90.2528
5113,212007625,M,SC,,,,,143.0712
5114,212007626,M,SEBC,,,,,133.5844
5115,212007628,F,SEBC,,,,,136.6612
5116,212007630,M,SEBC,,,,,141.5328
5117,212007631,M,SEBC,,,,,131.0204
5118,212007632,F,SEBC,,,,,95.1244
5119,212007634,M,ST,,,,,91.2784
5120,212007636,M,SEBC,,,,,121.79
5121,212007637,F,SEBC,,,,,139.738
5122,212007638,F,General(EWS),,,YES,,102.3036
5123,212007639,M,SEBC,,,,,109.7392
5124,212007640,M,General(EWS),,,,,149.2248
5125,212007641,M,SEBC,,,,,143.0712
5126,212007643,M,SEBC,,,,,100.5088
5127,212007644,M,General(EWS),,,,,129.7384
5128,212007645,F,SC,,,,,90.2528
5129,212007647,M,ST,,,,,118.2004
5130,212007648,F,SC,,,,,97.1756
5131,212007649,F,General,,,,,107.9444
5132,212007652,M,General(EWS),,,,,92.0476
5133,212007653,M,General(EWS),,,,,131.2768
5134,212007654,M,SEBC,,,,,141.5328
5135,212007655,M,ST,,,,,91.022
5136,212007657,M,ST,,,,,83.5864
5137,212007658,M,ST,,,YES,,103.3292
5138,212007659,F,SEBC,,,,,83.5864
5139,212007660,F,SC,,,,,84.3556
5140,212007661,F,General(EWS),,,,,91.022
5141,212007662,M,SEBC,,,,,124.6104
5142,212007663,F,SC,,,,,86.6632
5143,212007664,M,General(EWS),,,,,148.1992
5144,212007665,M,SEBC,,,,,129.7384
5145,212007668,M,ST,,,,,87.9452
5146,212007670,M,SEBC,,,,,135.3792
5147,212007674,M,General,,,,,112.5596
5148,212007675,M,SC,,,,,107.688
5149,212007676,M,General(EWS),,,,,146.4044
5150,212007677,F,General,,,,,118.9696
5151,212007678,F,ST,,,,,83.5864
5152,212007679,M,SC,,,,,92.304
5153,212007680,M,SC,,,,,124.6104
5154,212007681,M,General(EWS),,,,,109.7392
5155,212007682,M,ST,,,,,112.0468
5156,212007683,F,SEBC,,,,,82.5608
5157,212007684,M,SEBC,,,,,157.686
5158,212007685,M,SC,,,,,107.688
5159,212007687,M,SEBC,,,,,106.1496
5160,212007692,F,SC,,,,,114.8672
5161,212007693,F,SEBC,,,,,127.9436
5162,212007694,F,SEBC,,,,,121.0208
5163,212007695,M,SEBC,,,,,124.354
5164,212007697,M,SC,,,,,134.0972
5165,212007699,M,ST,,,,,115.38
5166,212007700,M,ST,,,,,107.688
5167,212007702,M,SEBC,,,,,134.0972
5168,212007703,M,General(EWS),,,,,131.2768
5169,212007705,M,General(EWS),,,,,97.6884
5170,212007706,M,SEBC,,,,,141.7892
5171,212007707,M,ST,,,,,104.6112
5172,212007708,M,SEBC,,,,,114.6108
5173,212007709,F,ST,,,,,80.2532
5174,212007710,M,SEBC,,,,,85.894
5175,212007711,F,SC,,,,,105.8932
5176,212007712,M,SEBC,,,,,127.6872
5177,212007714,F,SEBC,,,YES,,136.6612
5178,212007715,F,SEBC,,,,,122.3028
5179,212007716,M,SEBC,,,,,120.2516
5180,212007717,F,ST,,,,,83.0736
5181,212007718,F,General(EWS),,,,,135.6356
5182,212007719,M,SEBC,,,,,142.302
5183,212007720,M,SEBC,,,,,126.918
5184,212007721,M,ST,,,,,81.0224
5185,212007723,M,General(EWS),,,,,139.4816
5186,212007724,F,General,,,,,101.5344
5187,212007725,M,General(EWS),,,,,135.892
5188,212007726,M,ST,,,,,89.9964
5189,212007727,M,General(EWS),,,,,144.0968
5190,212007728,M,General(EWS),,,,,146.4044
5191,212007729,F,ST,,,,,87.176
5192,212007730,M,SC,,,,,110.252
5193,212007731,F,ST,,,,,88.2016
5194,212007732,F,SC,,,,,132.3024
5195,212007733,M,SEBC,,,,,132.8152
5196,212007734,F,SEBC,,,,,89.9964
5197,212007737,M,SEBC,,,,,119.9952
5198,212007738,M,ST,,,,,96.6628
5199,212007739,M,ST,,,,,97.6884
5200,212007740,M,ST,,,,,87.176
5201,212007742,F,SEBC,,,,,107.9444
5202,212007743,F,SC,,,,,120.508
5203,212007744,M,General(EWS),,,,,118.7132
5204,212007745,M,ST,,,,,91.5348
5205,212007747,M,General,,,,,149.4812
5206,212007748,M,ST,,,,,85.894
5207,212007750,F,SEBC,,,,,122.3028
5208,212007751,M,SEBC,,,,,95.6372
5209,212007753,M,SEBC,,,,,119.4824
5210,212007755,M,General,,,,,110.252
5211,212007756,F,General,,,,,82.048
5212,212007757,F,ST,,,,,85.3812
5213,212007758,M,General(EWS),,,,,129.7384
5214,212007759,F,SEBC,,,,,90.7656
5215,212007761,M,SEBC,,,,,129.9948
5216,212007763,M,SEBC,,,,,114.8672
5217,212007764,M,SC,,,,,119.9952
5218,212007765,M,General(EWS),,,,,140.7636
5219,212007766,F,ST,,,,,83.0736
